CN-kod,Beskrivning_final,Tullsats
73211200,"Apparater för matlagning samt tallriksvärmare för hushållsbruk, av järn eller stål, för flytande bränsle (exkl. apparater för storkök)",25%
73211900,"Apparater för matlagning samt tallriksvärmare för hushållsbruk, av järn eller stål, för fast bränsle och andra källor av energi (exkl. för gas och flytande bränsle samt apparater för storkök)",25%
73218100,"Kaminer, o.d. utrustning för rumsuppvärmning, för hushållsbruk, av järn eller stål, för gas eller för både gas och annat bränsle (exkl. apparater för matlagning, med eller utan ugn, separata ugnar, tallriksvärmare, värmepannor och radiatorer för centraluppvärmning, genomströmnings- eller förrådsvarmvattenberedare samt apparater för storkök)",25%
73218200,"Kaminer, o.d. utrustning för rumsuppvärmning, för hushållsbruk, av järn eller stål, för flytande bränsle (exkl. apparater för matlagning, med eller utan ugn, separata ugnar, tallriksvärmare, värmepannor och radiatorer för centraluppvärmning, genomströmnings- eller förrådsvarmvattenberedare samt apparater för storkök)",25%
73218900,"Kaminer, o.d. utrustning för rumsuppvärmning, för hushållsbruk, av järn eller stål, för fast bränsle och andra källor av energi (exkl. för gas och flytande bränsle, apparater för matlagning, tallriksvärmare, värmepannor och radiatorer för centraluppvärmning, genomströmnings- eller förrådsvarmvattenberedare samt apparater för storkök)",25%
82021000,Handsågar av oädel metall (exkl. motorsågar),25%
82032000,"Tänger, inkl. avbitartänger och pincetter samt liknande handverktyg, av oädel metall (exkl. för medicinskt bruk samt håltänger)",25%
82041100,"Skruvnycklar, inkl. momentnycklar, av oädel metall, med fast huvud",25%
82041200,"Skiftnycklar, inkl. momentnycklar, av oädel metall, med inställbart huvud",25%
82042000,"Utbytbara hylsor till hylsnycklar, med eller utan handtag, av oädel metall",25%
82051000,Borr- och gängverktyg av oädel metall (exkl. verktyg till verktygsmaskiner),25%
82052000,"Hammare och släggor, av oädel metall",25%
82053000,"Hyvlar, stämjärn, skölpar och liknande skärande verktyg för träbearbetning, av oädel metall",25%
82054000,Skruvmejslar av oädel metall (exkl. verktyg till verktygsmaskiner),25%
82055100,"Verktyg och redskap för hushållsbruk, av oädel metall, i.a.n. (exkl. mekaniska)",25%
82055910,"Handverktyg för murare, formare, cementarbetare, gipsarbetare och målare, av oädel metall, i.a.n.",25%
82055980,"Handverktyg, inkl. glasmästardiamanter, av oädel metall, i.a.n.",25%
82056000,Blåslampor,25%
82057000,"Skruvstycken, skruvtvingar o.d., av oädel metall (exkl. tillbehör eller delar till verktygsmaskiner)",25%
82060000,"Satser av handverktyg enligt två eller flera av nr 8202 till 8205, i detaljhandelsförpackningar",25%
82090020,"Vändskär till verktyg, omonterade, av hårdmetall eller kermet",25%
82090080,"Plattor, skär, stavar och liknande delar till verktyg, omonterade av hårdmetall eller kermet (exkl. vändskär)",25%
82121010,Rakhyvlar med icke-utbytbara blad av oädel metall,25%
82121090,"Rakknivar, rakhyvlar och rakapparater, av oädel metall (exkl. elektriska samt rakhyvlar med icke-utbytbara blad)",25%
82122000,"Blad till rakhyvlar, inkl. ämnen till rakblad i bandform, av oädel metall",25%
82129000,"Delar till rakknivar, rakhyvlar och rakapparater, av oädel metall (exkl. elektriska samt rakhyvlar med icke-utbytbara blad och ämnen till rakblad i bandform)",25%
82130000,"Saxar, i.a.n., samt skär till saxar enligt detta nummer",25%
82142000,"Artiklar och satser av artiklar för manikyr eller pedikyr, inkl. nagelfilar, av oädel metall (exkl. vanliga saxar)",25%
82149000,"Hårklippningsmaskiner och andra skär- och klippvertyg, i.a.n., av oädel metall",25%
83011000,Hänglås av oädel metall,25%
83014011,"Cylinderlås av sådana slag som används till dörrar på byggnader, av oädel metall",25%
83014019,"Lås av sådana slag som används till dörrar på byggnader, av oädel metall (exkl. cylinderlås samt hänglås)",25%
83014090,"Lås av oädel metall (exkl. hänglås samt lås av sådana slag som används till motorfordon, möbler eller dörrar på byggnader)",25%
83015000,"Knäppen och byglar med knäppe, försedda med lås, av oädel metall",25%
83025000,"Hatthyllor, hatthängare, konsoler o.d., av oädel metall",25%
84145100,"Bords-, golv-, vägg-, fönster- eller takfläktar med inbyggd elektrisk motor, med en effekt av <= 125 W",25%
84181020,"Kombinerade kyl- och frysskåp, med separata yttre dörrar eller lådor, eller kombinationer av dörrar och lådor, med en rymd av > 340 l",25%
84181080,"Kombinerade kyl- och frysskåp, med separata yttre dörrar eller lådor, eller kombinationer av dörrar och lådor, med en rymd av <= 340 l",25%
84182110,"Kylskåp med kompressionsaggregat, av hushållstyp, med en rymd av > 340 l (exkl. kombinerade kyl- och frysskåp med separata yttre dörrar)",25%
84182151,"Kylskåp med kompressionsaggregat, av hushållstyp, bordsmodeller",25%
84182159,"Kylskåp med kompressionsaggregat, av hushållstyp, inbyggnadsmodeller (exkl. kombinerade kyl- och frysskåp med separata yttre dörrar)",25%
84182191,"Kylskåp med kompressionsaggregat, av hushållstyp, med en rymd av <= 250 l (exkl. bordsmodeller och inbyggnadsmodeller samt kombinerade kyl- och frysskåp med separata yttre dörrar)",25%
84182199,"Kylskåp med kompressionsaggregat, av hushållstyp, med en rymd av > 250 l men <= 340 l (exkl. bordsmodeller och inbyggnadsmodeller samt kombinerade kyl- och frysskåp med separata yttre dörrar)",25%
84182900,"Kylskåp av hushållstyp, med absorptionsaggregat",25%
84183020,Frysboxar med en rymd av <= 400 l,25%
84183080,Frysboxar med en rymd av > 400 l men <= 800 l,25%
84184020,Frysskåp med en rymd av <= 250 l,25%
84184080,Frysskåp med en rymd av > 250 l men <= 900 l,25%
84185011,"Kyl- och frysdiskar och montrar med kyl- eller frysaggregat, för frysta varor",25%
84185019,Kyl- och frysdiskar och montrar med kyl- eller frysaggregat (exkl. för frysta varor),25%
84185090,"Kyl- och frysmöbler med kyl- eller frysaggregat (exkl. kombinerade kyl- och frysskåp med separata yttre dörrar eller lådor, eller kombinationer av dörrar och lådor, kylskåp av hushållstyp, kyl- och frysdiskar och montrar)",25%
84186900,"Kyl- eller frysutrustning i.a.n. (exkl. kyl- och frysmöbler, aggregat av kompressionstyp, vilkas kondensorer är utformade som värmeväxlare samt absorptionsvärmepumpar)",25%
84198120,Maskiner för framställning av kaffe och andra varma drycker (exkl. maskiner och apparater av sådana slag som används för hushållsbruk),25%
84198180,"Maskiner och apparater för beredning av varma drycker, för matlagning eller för uppvärmning av mat (exkl. maskiner för framställning av kaffe och andra varma drycker samt maskiner och apparater av sådana slag som används för hushållsbruk)",25%
84302000,"Snöplogar och snöslungor (exkl. maskiner, monterade på fordon enligt kap. 86 och på traktorer eller andra motorfordon enligt kap. 87)",25%
84331110,"Gräsklippningsmaskiner med motor och horisontellt roterande skär, elektriska",25%
84331151,"Gräsklippningsmaskiner med motor och horisontellt roterande skär, självgående med förarsäte (exkl. elektriska)",25%
84331159,"Gräsklippningsmaskiner med motor och horisontellt roterande skär, självgående (exkl. elektriska och med förarsäte)",25%
84331190,Gräsklippningsmaskiner med motor och horisontellt roterande skär (exkl. självgående),25%
84331910,"Gräsklippningsmaskiner med motor, elektriska (exkl. gräsklippningsmaskiner med motor och horisontellt roterande skär)",25%
84331951,"Gräsklippningsmaskiner med motor, självgående med förarsäte (exkl. elektriska samt gräsklippningsmaskiner med motor och horisontellt roterande skär)",25%
84331959,"Gräsklippningsmaskiner med motor, självgående (exkl. med förarsäte, elektriska samt gräsklippningsmaskiner med motor och horisontellt roterande skär)",25%
84331970,Gräsklippningsmaskiner med motor (exkl. elektriska självgående samt gräsklippningsmaskiner med motor och horisontellt roterande skär),25%
84331990,Gräsklippningsmaskiner (exkl. med motor),25%
84332010,"Slåttermaskiner, inkl. knivbalkar avsedda att monteras på traktorer, med motor (exkl. gräsklippningsmaskiner)",25%
84332050,"Slåttermaskiner, utan motor, avsedda för att monteras eller dragas av traktor (exkl. gräsklippningsmaskiner)",25%
84332090,"Slåttermaskiner (exkl. avsedda för att monteras eller dragas av traktor, gräsklippningsmaskiner, slåttermaskiner med motor och skördetröskor)",25%
84502000,"Vattentvättmaskiner för hushåll eller tvätterier, för > 10 kg torr tvätt",25%
84512100,Torkmaskiner för <= 10 kg torr tvätt (exkl. torkcentrifuger),25%
84512900,"Maskiner och apparater för torkning av textilgarn, textilvävnader eller andra textilvaror (exkl. torkmaskiner för <= 10 kg torr tvätt samt torkcentrifuger)",25%
84671110,"Handverktyg, pneumatiska, för roterande verktyg inkl. sådana för både roterande och slående verktyg, för metallbearbetning",25%
84671190,"Handverktyg, pneumatiska, för roterande verktyg inkl. sådana för både roterande och slående verktyg (exkl. för metallbearbetning)",25%
84671900,"Handverktyg, pneumatiska (exkl. för roterande verktyg)",25%
84672110,"Handborrmaskiner av alla slag, med inbyggd elektrisk motor som kan arbeta utan yttre kraftkälla",25%
84672191,Elektropneumatiska handborrmaskiner (exkl. som kan arbeta utan yttre kraftkälla),25%
84672199,"Handborrmaskiner av alla slag, med inbyggd elektrisk motor (exkl. som kan arbeta utan yttre kraftkälla samt elektropneumatiska borrmaskiner)",25%
84672210,Handkedjesågar med inbyggd elektrisk motor,25%
84672230,Handcirkelsågar med inbyggd elektrisk motor,25%
84672290,Handsågar med inbyggd elektrisk motor (exkl. kedje- och cirkelsågar),25%
84672920,"Elektromekaniska handverktyg, med inbyggd elektrisk motor, som kan arbeta utan yttre kraftkälla (exkl. borrmaskiner och sågar)",25%
84672951,Handvinkelslipare med inbyggd elektrisk motor (exkl. som kan arbeta utan yttre kraftkälla),25%
84672953,Handbandputsmaskiner med inbyggd elektrisk motor (exkl. som kan arbeta utan yttre kraftkälla),25%
84672959,Slip- och putsmaskiner med inbyggd elektrisk motor (exkl. som kan arbeta utan yttre kraftkälla samt vinkelslipare och bandputsmaskiner),25%
84672970,Handhyvelmaskiner med inbyggd elektrisk motor (exkl. som kan arbeta utan yttre kraftkälla),25%
84672980,"Häcksaxar och maskiner för trimning av gräsmattor, för användning som handverktyg, med inbyggd elektrisk motor som arbetar med en yttre kraftkälla",25%
84672985,"Elektromekaniska handverktyg, med inbyggd elektrisk motor, med yttre kraftkälla (exkl. borrmaskiner, sågar, slip-, puts- och hyvelmaskiner, häcksaxar och maskiner för trimning av gräsmattor)",25%
84678100,"Kedjesågar för användning som handverktyg, med icke-elektrisk motor",25%
84678900,"Handverktyg, hydrauliska eller hopbyggda med icke-elektrisk motor (exkl. kedjesågar och pneumatiska handverktyg)",25%
85081100,"Dammsugare med inbyggd elektrisk motor, inbegripet torr- och våtdammsugare, med en effekt av <= 1 500 W och en kapacitet hos dammpåse eller annan behållare av <= 20 l",25%
85081900,"Dammsugare med inbyggd elektrisk motor, inbegripet torr- och våtdammsugare (exkl. med en effekt av <= 1 500 W och en kapacitet hos dammpåse eller annan behållare av <= 20 l)",25%
85086000,"Dammsugare, inbegripet torr- och våtdammsugare (exkl. med inbyggd elektrisk motor)",25%
85094000,"Maskiner för malning eller blandning av livsmedel samt frukt- eller köksväxtsaftpressar, för hushållsbruk med inbyggd elektrisk motor",25%
85098000,"Elektromekaniska hushållsapparater med inbyggd elektrisk motor (exkl. dammsugare, inbegripet torr- och våtdammsugare, maskiner för malning eller blandning av livsmedel, frukt- eller köksväxtsaftpressar samt hårborttagningsapparater)",25%
85101000,Rakapparater med inbyggd elektrisk motor,25%
85102000,Hårklippningsmaskiner med inbyggd elektrisk motor,25%
85103000,Håborttagningsmaskiner med inbyggd elektrisk motor,25%
85163100,"Hårtorkar, elektriska",25%
85163200,Elektriska värmeapparater för hårbehandling (exkl. hårtorkar),25%
85163300,Elektriska värmeapparater för torkning av händerna,25%
85164000,Elektriska stryk- och pressjärn,25%
85165000,Mikrovågsugnar,25%
85166010,"Spisar, elektriska, omfattande minst en ugn och en häll, för hushållsbruk",25%
85166050,"Kokplattor och hällar, elektriska, för hushållsbruk",25%
85166070,"Grillar och rostar, elektriska, för hushållsbruk",25%
85166080,"Ugnar för inbyggnad, elektriska, för hushållsbruk",25%
85166090,"Ugnar, elektriska, för hushållsbruk (exkl. för rumsuppvärmning, mikrovågsugnar, spisar samt ugnar för inbyggnad)",25%
85167100,"Kaffe- eller tebryggare, elektriska, för hushållsbruk",25%
85167200,"Brödrostar, elektriska, för hushållsbruk",25%
85167920,"Fritöser, elektriska, för hushållsbruk",25%
85167970,"Elektriska värmeapparater, för hushållsbruk (exkl. för hårbehandling eller för torkning av händerna, för rumsuppvärmning eller för uppvärmning av marken, varmvattenberedare och doppvärmare, stryk- och pressjärn, mikrovågsugnar, ugnar, spisar och kokplattor ""kompletta"", grillar och rostar, kaffe- och tebryggare, brödrostar samt fritöser)",25%
